altitude,pitch,roll,yaw
12998.0,-89.0,-3.75,-15.75
13161.989309042077,-81.07976862663168,5.764206364903894,-9.34106728170344
13325.952513857832,-83.95514372528069,-0.6833089821685085,-6.585470459208592
13489.863514376279,-78.77906981596648,9.010341597804938,-8.20644678281716
13653.69621883644,-75.7045241765294,12.848038772699029,-3.576899132409242
13817.424547940696,-63.68451494698404,7.782653005273377,-1.4692179463347088
13981.022439006168,-59.022079214222686,16.51704149103657,1.944892673618758
14144.463850113416,-59.970281078287975,14.25404526328792,8.794583326587016
14307.722764251877,-51.232209701446386,19.09648646070408,6.360020835096545
14470.773193461306,-44.51097734130429,19.597165752863702,14.272541668003306
14633.589182968606,-37.709717369219135,12.85885991913411,15.714796069659936
14796.144815319383,-39.63158227526752,13.73431957637872,10.27088177376552
14958.414214503537,-29.329741661040195,24.226267050982486,19.376466261789037
15120.371550074275,-29.557380221542026,18.187394390735285,18.418896615399373
15281.991041259871,-22.667695717482104,24.67036151215874,24.437296109282286
15443.246961067502,-12.16389693924464,24.127794478911255,23.272646794322746
15604.113640378551,-14.199201663837352,28.012283906958046,17.717857430571065
15764.565472034665,-8.226834606118032,25.626383492247626,22.417816243840054
15924.576914913976,-1.900025365603696,21.722608656694113,19.46942809830589
16084.122497996797,5.327993629830468,24.853435308324016,26.771635799182942
16243.176824420165,12.253989182052578,24.321298711508586,27.975425363463913
16401.714575520567,8.474729381266494,30.37859246326686,26.48381522189446
16559.71051486424,17.586985663783505,27.827667571689997,17.95182944081077
16717.139492264374,19.187534867663913,31.27083163260572,21.686455177230062
16873.976447784557,24.623161284918957,23.060348100670097,19.196584703676063
17030.1964157279,37.440658708967035,29.398435651144567,17.392942459683102
17185.774528611135,36.586832476040136,23.787267628687797,15.887997703815646
17340.686021123074,38.558501499241096,26.978971579564202,17.545863452452252
17494.906234066817,52.75250029395635,27.925628863744798,16.88218249863845
17648.410618285077,48.71568099333434,29.529274343449984,12.364001405176575
17801.17473856796,60.04491535254724,29.641896144759173,14.309633460006234
17953.174277542614,62.08709674055857,25.815435488987017,3.9885116681043105
18104.385039544166,72.4391421181297,30.10178659060224,3.1710329319263533
18254.78295446721,68.04799400080505,30.75279661854092,6.828394641216068
18404.34408159736,73.26062240562653,27.770265717842154,-3.3675750477116138
18553.044613422197,84.62402678033793,30.755947088610732,-3.8445919138164117
18700.860879421005,86.18523791384999,31.41154711938711,-0.480093985990127
18847.7693498327,88.69131982675121,31.08872557208169,-5.501422073963914
18993.746639401368,93.38937164065919,31.68909581570588,-10.036001101554275
19138.769511098762,101.47652942522336,32.964225106208104,-15.711520822019061
19282.814879823265,99.74996802160277,28.81563490979849,-16.156114500057065
19425.8598160746,107.7569028412577,22.99480126722007,-16.948534160790054
19567.881549603837,108.79459163890986,28.753155196499335,-14.218321032792133
19708.857473037988,117.81033625854302,28.24208313178204,-24.645969849668802
19848.765145478716,118.70148435133088,26.812927395933446,-17.363085722545442
19987.582296074557,124.8154310644003,30.166986704654576,-24.502532353730068
20125.286827566004,128.99962069935282,24.455516699937196,-23.048570429314942
20261.856819803048,137.1015483394897,23.42973051075138,-30.08698510505174
20397.27053323444,135.81876144470414,21.09079933892914,-23.855201584877598
20531.506412368293,137.49886141302449,27.689853068276562,-27.69238788432081
20664.54308920329,142.08950510781557,21.977980895014845,-24.689543970953636
20796.35938663014,149.53840634966446,23.15623197771779,-30.539576580303805
20926.934321802586,149.04333737200142,23.425616104979117,-29.38735911735996
21056.247109477477,158.10213023952917,18.737104379107947,-32.82977617013676
21184.27716532347,159.06267822855733,21.49162991421468,-23.81575228179696
21311.00410919765,157.6729371683631,20.990088547112155,-23.346264750624183
21436.40776838972,160.73092674272425,22.08333955951871,-23.124340351743587
21560.468180833115,168.58473175079553,24.572206410110045,-21.705035999928178
21683.165598282652,165.28250332652578,20.1074774750262,-22.095403498126277
21804.480489458074,169.37246011583989,21.339906795498003,-17.054438640525298
21924.393543153084,173.00288941083457,20.170214831314215,-14.843015061059589
22042.88567130939,180.07214824026786,15.099089218906403,-14.473803337324055
22159.938012055136,184.32866441564624,19.92718553288273,-18.61117597494177
22275.531932707432,179.0209375322445,18.00512804989559,-13.071099007656976
22389.64903273831,187.5475399244201,13.73351051377941,-14.171011052923133
22502.271146703795,186.60711757461476,18.36289690094615,-10.729690760716185
22613.38034713551,189.89839097546343,21.34382218507543,-5.517113683961344
22722.95894739442,190.47015594446265,11.876793100184281,-2.454299681609858
22830.98950448624,195.52128439067917,19.212288901208957,2.386847960602551
22937.454821838033,187.75072503301053,19.800762121276588,2.983710441920377
23042.337952035643,194.95750406954076,10.992639324889385,5.763127086032762
23145.62219952138,195.34072579756426,10.03832185628726,11.651573358552426
23247.291123251696,200.84957318388416,16.08818658229683,14.275341878475423
23347.328539314294,195.63330838502102,12.39258662901585,16.560725016025327
23445.718523504325,198.44127321700108,8.801852111721532,19.334197656688033
23542.445413859263,194.5728895744251,17.466290857430014,28.42259870971301
23637.49381315197,200.12765979855084,10.136189119571352,31.403309948903996
